speech_id,transcript_id,date,year,month,speaker,party,concept_slug,concept,concept_category,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,beme_score,beme_label
term_23_speech_000025,19963,2007-10-02,2007,10,Rüstem Zeydan,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,1,0,0,1.0,0.0,mixed
term_23_speech_000025,19963,2007-10-02,2007,10,Rüstem Zeydan,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000029,19963,2007-10-02,2007,10,Recep Akdağ,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,1,1,0,1.35,0.5,positive
term_23_speech_000029,19963,2007-10-02,2007,10,Recep Akdağ,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,1,0,1.35,0.5,positive
term_23_speech_000029,19963,2007-10-02,2007,10,Recep Akdağ,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,2,0,0,2.0,0.0,mixed
term_23_speech_000041,19963,2007-10-02,2007,10,Faruk Çelik,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,1,0,2,1.7,-0.6667,negative
term_23_speech_000041,19963,2007-10-02,2007,10,Faruk Çelik,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,0,6,4.1,-0.8571,negative
term_23_speech_000042,19963,2007-10-02,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,1,1,0,1.35,0.5,positive
term_23_speech_000042,19963,2007-10-02,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,3,0,4,4.4,-0.8,negative
term_23_speech_000042,19963,2007-10-02,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,6,3,3,8.1,0.0,mixed
term_23_speech_000042,19963,2007-10-02,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000058,19963,2007-10-02,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,4,0,0,4.0,0.0,mixed
term_23_speech_000059,19963,2007-10-02,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,3,0,4,4.4,-0.8,negative
term_23_speech_000060,19963,2007-10-02,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,1,0,0,1.0,0.0,mixed
term_23_speech_000060,19963,2007-10-02,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000063,19963,2007-10-02,2007,10,Recep Akdağ,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,0,1,2.35,-0.5,negative
term_23_speech_000072,19963,2007-10-02,2007,10,Recep Akdağ,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000073,19963,2007-10-02,2007,10,Recep Akdağ,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000094,19964,2007-10-03,2007,10,Ensar Öğüt,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,1,1.35,-0.5,negative
term_23_speech_000094,19964,2007-10-03,2007,10,Ensar Öğüt,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,10,5,2,12.45,0.375,positive
term_23_speech_000094,19964,2007-10-03,2007,10,Ensar Öğüt,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,1,0,1,1.35,-0.5,negative
term_23_speech_000094,19964,2007-10-03,2007,10,Ensar Öğüt,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000095,19964,2007-10-03,2007,10,İsmet Büyükataman,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000097,19964,2007-10-03,2007,10,Zeynep Dağı,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,8,0,0,8.0,0.0,mixed
term_23_speech_000098,19964,2007-10-03,2007,10,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,1,1,0,1.35,0.5,positive
term_23_speech_000098,19964,2007-10-03,2007,10,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_23_speech_000098,19964,2007-10-03,2007,10,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,13,1,2,14.05,-0.25,negative
term_23_speech_000098,19964,2007-10-03,2007,10,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000100,19964,2007-10-03,2007,10,Mehmet Çerçi,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,1,1.35,-0.5,negative
term_23_speech_000101,19964,2007-10-03,2007,10,Hasan Çalış,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,1,0,1,1.35,-0.5,negative
term_23_speech_000102,19964,2007-10-03,2007,10,Cemaleddin Uslu,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,22,10,1,25.85,0.75,positive
term_23_speech_000102,19964,2007-10-03,2007,10,Cemaleddin Uslu,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,1,0,1,1.35,-0.5,negative
term_23_speech_000107,19968,2007-10-04,2007,10,Veysel Eroğlu,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_23_speech_000112,19968,2007-10-04,2007,10,Binali Yıldırım,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,3,1,3.4,0.4,positive
term_23_speech_000121,19968,2007-10-04,2007,10,Gönül Bekin Şahkulubey,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_23_speech_000121,19968,2007-10-04,2007,10,Gönül Bekin Şahkulubey,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,25,15,2,30.95,0.7222,positive
term_23_speech_000122,19968,2007-10-04,2007,10,Münir Kutluata,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,27,4,2,29.1,0.2857,positive
term_23_speech_000122,19968,2007-10-04,2007,10,Münir Kutluata,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000123,19968,2007-10-04,2007,10,Ahmet Ersin,Bağımsız,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_23_speech_000123,19968,2007-10-04,2007,10,Ahmet Ersin,Bağımsız,security,Guvenlik,security_conflict,3,2,7,6.15,-0.5,negative
term_23_speech_000126,19968,2007-10-04,2007,10,Ahmet Ersin,Bağımsız,democracy,Demokrasi,democratic_reform,2,0,0,2.0,0.0,mixed
term_23_speech_000126,19968,2007-10-04,2007,10,Ahmet Ersin,Bağımsız,security,Guvenlik,security_conflict,2,0,0,2.0,0.0,mixed
term_23_speech_000127,19968,2007-10-04,2007,10,Mehmet Aydın,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,5,1,1,5.7,0.0,mixed
term_23_speech_000128,19968,2007-10-04,2007,10,Ahmet Ersin,Bağımsız,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000130,19968,2007-10-04,2007,10,Ahmet Ersin,Bağımsız,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000131,19968,2007-10-04,2007,10,Mehmet Aydın,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000135,19968,2007-10-04,2007,10,Ahmet Ersin,Bağımsız,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000136,19968,2007-10-04,2007,10,Ahmet Ersin,Bağımsız,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000143,19968,2007-10-04,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,9,1,2,10.05,-0.25,negative
term_23_speech_000144,19968,2007-10-04,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000144,19968,2007-10-04,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000145,19968,2007-10-04,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000150,19968,2007-10-04,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,4,4,0,5.4,0.8,positive
term_23_speech_000155,19968,2007-10-04,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,8,0,0,8.0,0.0,mixed
term_23_speech_000156,19968,2007-10-04,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,9,0,0,9.0,0.0,mixed
term_23_speech_000157,19968,2007-10-04,2007,10,Osman Ertuğrul,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,2,0,0,2.0,0.0,mixed
term_23_speech_000157,19968,2007-10-04,2007,10,Osman Ertuğrul,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,4,1,0,4.35,0.5,positive
term_23_speech_000157,19968,2007-10-04,2007,10,Osman Ertuğrul,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,4,0,0,4.0,0.0,mixed
term_23_speech_000157,19968,2007-10-04,2007,10,Osman Ertuğrul,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000158,19968,2007-10-04,2007,10,Harun Öztürk,Bağımsız,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_23_speech_000158,19968,2007-10-04,2007,10,Harun Öztürk,Bağımsız,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_23_speech_000159,19968,2007-10-04,2007,10,Ali Uzunırmak,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_23_speech_000159,19968,2007-10-04,2007,10,Ali Uzunırmak,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,4,0,0,4.0,0.0,mixed
term_23_speech_000159,19968,2007-10-04,2007,10,Ali Uzunırmak,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000160,19969,2007-10-09,2007,10,Saffet Kaya,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,3,2,0,3.7,0.6667,positive
term_23_speech_000162,19969,2007-10-09,2007,10,Saffet Kaya,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_23_speech_000163,19969,2007-10-09,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_23_speech_000165,19969,2007-10-09,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000166,19969,2007-10-09,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_23_speech_000168,19969,2007-10-09,2007,10,Ertuğrul Günay,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_23_speech_000168,19969,2007-10-09,2007,10,Ertuğrul Günay,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000169,19969,2007-10-09,2007,10,Turgut Dibek,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000169,19969,2007-10-09,2007,10,Turgut Dibek,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,1,0,1.35,0.5,positive
term_23_speech_000170,19969,2007-10-09,2007,10,Turgut Dibek,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,1,0,1.35,0.5,positive
term_23_speech_000176,19969,2007-10-09,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,4,0,0,4.0,0.0,mixed
term_23_speech_000176,19969,2007-10-09,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,16,0,0,16.0,0.0,mixed
term_23_speech_000186,19969,2007-10-09,2007,10,CHP GRUBU ADINA HAKKISUHA OKAY,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,6,0,0,6.0,0.0,mixed
term_23_speech_000186,19969,2007-10-09,2007,10,CHP GRUBU ADINA HAKKISUHA OKAY,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,4,0,0,4.0,0.0,mixed
term_23_speech_000187,19969,2007-10-09,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,3,0,0,3.0,0.0,mixed
term_23_speech_000187,19969,2007-10-09,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,3,0,1,3.35,-0.5,negative
term_23_speech_000189,19969,2007-10-09,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_23_speech_000190,19969,2007-10-09,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_23_speech_000190,19969,2007-10-09,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,2,1.7,-0.6667,negative
term_23_speech_000190,19969,2007-10-09,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_23_speech_000191,19969,2007-10-09,2007,10,Ahmet Orhan,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_23_speech_000191,19969,2007-10-09,2007,10,Ahmet Orhan,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,5,2,0,5.7,0.6667,positive
term_23_speech_000191,19969,2007-10-09,2007,10,Ahmet Orhan,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,8,1,1,8.7,0.0,mixed
term_23_speech_000192,19969,2007-10-09,2007,10,Ensar Öğüt,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_23_speech_000193,19969,2007-10-09,2007,10,Ensar Öğüt,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,5,0,0,5.0,0.0,mixed
term_23_speech_000209,19969,2007-10-09,2007,10,Saffet Kaya,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000211,19969,2007-10-09,2007,10,Saffet Kaya,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000212,19969,2007-10-09,2007,10,Saffet Kaya,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000213,19969,2007-10-09,2007,10,Saffet Kaya,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_23_speech_000226,19969,2007-10-09,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,14,2,2,15.4,0.0,mixed
term_23_speech_000228,19969,2007-10-09,2007,10,Enis Tütüncü,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_23_speech_000229,19971,2007-10-10,2007,10,Atilla Kart,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,7,4,2,9.1,0.2857,positive
term_23_speech_000229,19971,2007-10-10,2007,10,Atilla Kart,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,9,1,0,9.35,0.5,positive
term_23_speech_000229,19971,2007-10-10,2007,10,Atilla Kart,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,1,0,1.35,0.5,positive
term_23_speech_000229,19971,2007-10-10,2007,10,Atilla Kart,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,2,1.7,-0.6667,negative
term_23_speech_000229,19971,2007-10-10,2007,10,Atilla Kart,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,3,0,0,3.0,0.0,mixed
term_23_speech_000229,19971,2007-10-10,2007,10,Atilla Kart,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,19,4,0,20.4,0.8,positive
term_23_speech_000232,19971,2007-10-10,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,18,1,5,20.1,-0.5714,negative
term_23_speech_000232,19971,2007-10-10,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,1,0,0,1.0,0.0,mixed
term_23_speech_000232,19971,2007-10-10,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,4,1,0,4.35,0.5,positive
term_23_speech_000232,19971,2007-10-10,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,2,2,1,3.05,0.25,positive
term_23_speech_000232,19971,2007-10-10,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,3,0,2,3.7,-0.6667,negative
term_23_speech_000232,19971,2007-10-10,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,2,0,0,2.0,0.0,mixed
term_23_speech_000232,19971,2007-10-10,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,19,4,3,21.45,0.125,mixed
term_23_speech_000233,19971,2007-10-10,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_23_speech_000233,19971,2007-10-10,2007,10,Oktay Vural,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000235,19971,2007-10-10,2007,10,Bekir Bozdağ,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000235,19971,2007-10-10,2007,10,Bekir Bozdağ,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,10,2,0,10.7,0.6667,positive
term_23_speech_000236,19971,2007-10-10,2007,10,Bekir Bozdağ,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,8,0,0,8.0,0.0,mixed
term_23_speech_000237,19971,2007-10-10,2007,10,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,2,0,3,3.05,-0.75,negative
term_23_speech_000237,19971,2007-10-10,2007,10,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,3,1,0,3.35,0.5,positive
term_23_speech_000240,19971,2007-10-10,2007,10,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,0,2,1.7,-0.6667,negative
term_23_speech_000240,19971,2007-10-10,2007,10,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,2,0,4,3.4,-0.8,negative
term_23_speech_000240,19971,2007-10-10,2007,10,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,5,0,5,6.75,-0.8333,negative
term_23_speech_000241,19971,2007-10-10,2007,10,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,1,1.35,-0.5,negative
term_23_speech_000242,19971,2007-10-10,2007,10,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,3,0,0,3.0,0.0,mixed
term_23_speech_000242,19971,2007-10-10,2007,10,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,8,0,0,8.0,0.0,mixed
term_23_speech_000243,19971,2007-10-10,2007,10,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000245,19971,2007-10-10,2007,10,Suat Kılıç,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,2,0,0,2.0,0.0,mixed
term_23_speech_000245,19971,2007-10-10,2007,10,Suat Kılıç,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,3,0,2,3.7,-0.6667,negative
term_23_speech_000245,19971,2007-10-10,2007,10,Suat Kılıç,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,31,8,3,34.85,0.4167,positive
term_23_speech_000246,19971,2007-10-10,2007,10,Suat Kılıç,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,3,2,2,4.4,0.0,mixed
term_23_speech_000246,19971,2007-10-10,2007,10,Suat Kılıç,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_23_speech_000247,19971,2007-10-10,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_23_speech_000247,19971,2007-10-10,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,22,1,0,22.35,0.5,positive
term_23_speech_000251,19971,2007-10-10,2007,10,Tayfun İçli,Bağımsız,constitution,Anayasa,constitutional_conflict,16,0,3,17.05,-0.75,negative
term_23_speech_000252,19971,2007-10-10,2007,10,İsa Gök,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_23_speech_000252,19971,2007-10-10,2007,10,İsa Gök,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000253,19971,2007-10-10,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,4,0,0,4.0,0.0,mixed
term_23_speech_000254,19971,2007-10-10,2007,10,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_23_speech_000255,19971,2007-10-10,2007,10,Mustafa Elitaş,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,4,0,1,4.35,-0.5,negative
